,QuestionID,Question,Query,TripleSize,RelationTotal,BooleanAns,NumberAnswer,ListAnswer,ResourceTotal,ClassTotal,QuestionLength,Dharmen,SINA
1840,11840.0,How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/affiliation> <http://dbpedia.org/resource/Association_of_Southeast_Asian_Institutions_of_Higher_Learning> . ?x <http://dbpedia.org/ontology/sport> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0
1842,11842.0,Count the tenants of the stadiums designed by Populous ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/architect> <http://dbpedia.org/resource/Populous_(company)> . ?x <http://dbpedia.org/ontology/tenant> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
1846,11846.0,Do the White Plains Road lie in the Bronx county ?,ASK WHERE { <http://dbpedia.org/resource/White_Plains_Road> <http://dbpedia.org/property/counties> <http://dbpedia.org/resource/The_Bronx> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
1847,11847.0,"Is US Navy garrisoned at Arlington County, Virginia ?","ASK WHERE { <http://dbpedia.org/resource/United_States_Navy> <http://dbpedia.org/property/garrison> <http://dbpedia.org/resource/Arlington_County,_Virginia> }",3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1848,11848.0,Who was the voice actor of allen walker also gave voice to kimihiro watanuki ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Allen_Walker> <http://dbpedia.org/ontology/voice> ?uri. <http://dbpedia.org/resource/Kimihiro_Watanuki> <http://dbpedia.org/ontology/voice> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0
1852,11852.0,"Is the song Killing is Out, School is in belong in the The Next Step ?","ASK WHERE { <http://dbpedia.org/resource/Killing_Is_Out,_School_Is_In> <http://dbpedia.org/property/album> <http://dbpedia.org/resource/The_Next_Step_(James_Brown_album)> }",3.0,0.0,1.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0
1855,11855.0,Count the number of software which runs on Microsoft Windows and mac OS ?, SELECT DISTINCT COUNT(?uri) WHERE { ?uri <http://dbpedia.org/ontology/operatingSystem> <http://dbpedia.org/resource/Microsoft_Windows> . ?uri <http://dbpedia.org/ontology/operatingSystem> <http://dbpedia.org/resource/Mac_OS>} ,4.0,2.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,0.0
1856,11856.0,What has Carl Sagan written his books about ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Carl_Sagan> . ?x <http://dbpedia.org/property/subject> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0
1857,11857.0,How many characters are there in The Office ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/The_Office_(U.S._TV_series)>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter>},3.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0
1862,11862.0,"How many things are located in Ridgewood, New Jersey ?","SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Ridgewood,_New_Jersey>  . }",2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
1865,11865.0,Name the common managing club of the Ivan Toplak and Bret Simon ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ivan_Toplak> <http://dbpedia.org/ontology/managerClub> ?uri. <http://dbpedia.org/resource/Bret_Simon> <http://dbpedia.org/ontology/managerClub> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0
1868,11868.0,Did Johann Gottfried Galle invent Neptune ?,ASK WHERE { <http://dbpedia.org/resource/Neptune> <http://dbpedia.org/property/discoverer> <http://dbpedia.org/resource/Johann_Gottfried_Galle> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
1869,11869.0,Where is the T.I. Ahmadiyya Girls Senior High School ?," SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/T.I._Ahmadiyya_Girls_Senior_High_School,_Asokore> <http://dbpedia.org/ontology/denomination> ?uri } ",2.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0
1870,11870.0,How many information appliance are manufactured by companies located in Taiwan ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/locationCity> <http://dbpedia.org/resource/Taiwan> . ?uri <http://dbpedia.org/ontology/manufacturer> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/InformationAppliance>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0
1873,11873.0,Who have been the manager of national team of Spain ?,SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/nationalteam> <http://dbpedia.org/resource/Spain_national_football_team>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerManager>},3.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0
1874,11874.0,Name all sitcoms whose theme music is made by Miley Cyrus ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/musicalBand> <http://dbpedia.org/resource/Miley_Cyrus> . ?uri <http://dbpedia.org/ontology/openingTheme> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0
1877,11877.0,Was Neil Armstrong on the Gemini 8 mission ?,ASK WHERE { <http://dbpedia.org/resource/Neil_Armstrong> <http://dbpedia.org/property/mission> <http://dbpedia.org/resource/Gemini_8> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1883,11883.0,How many guests have been there on broadway ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/On_Broadway_(Smash)> <http://dbpedia.org/property/guests> ?uri  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
1884,11884.0,What is the county seat of the county which has an Evergreen High School ?,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Evergreen_High_School_(King_County,_Washington)> <http://dbpedia.org/ontology/county> ?x . ?x <http://dbpedia.org/ontology/countySeat> ?uri  . }",3.0,2.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
1887,11887.0,In how many different teams have all those who have played as a defenceman been ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Defenceman> . ?x <http://dbpedia.org/property/playedFor> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsTeam>},4.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0
1889,11889.0,Which ceremonial County of the East Tilbury is also the local authority of the Buckhurst Hill County High School ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/East_Tilbury> <http://dbpedia.org/ontology/ceremonialCounty> ?uri. <http://dbpedia.org/resource/Buckhurst_Hill_County_High_School> <http://dbpedia.org/ontology/localAuthority> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,19.0,0.0,0.0
1890,11890.0,How many companies have developed cross platformed softwares ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/operatingSystem> <http://dbpedia.org/resource/Cross-platform> . ?x <http://dbpedia.org/ontology/developer> ?uri  . },3.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
1891,11891.0,How many cars are the predecessor of cars similar to the Pontiac G8 ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Pontiac_G8> <http://dbpedia.org/ontology/relatedMeanOfTransportation> ?x . ?x <http://dbpedia.org/ontology/predecessor> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0
1894,11894.0,How many different organizations own the railway lines which are a part of Norfolk Southern Railway ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/system> <http://dbpedia.org/resource/Norfolk_Southern_Railway> . ?x <http://dbpedia.org/property/owner> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Organisation>},4.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0
1897,11897.0,List down all the baseball teams whose team manager was a Catcher ?,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/position> <http://dbpedia.org/resource/Catcher> . ?uri <http://dbpedia.org/ontology/manager> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BaseballTeam>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
1899,11899.0,Did Dean Wurzberger manage a club at the santa clara university ?,ASK WHERE { <http://dbpedia.org/resource/Dean_Wurzberger> <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/Santa_Clara_University> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0
1900,11900.0,How many people have worked for teams chaired by Patricia Amorim ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/chairman> <http://dbpedia.org/resource/Patrícia_Amorim> . ?x <http://dbpedia.org/property/name> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0
1902,11902.0,Which team did Michael and Ryan Powell play for ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Michael_Powell_(lacrosse)> <http://dbpedia.org/ontology/team> ?uri. <http://dbpedia.org/resource/Ryan_Powell_(lacrosse)> <http://dbpedia.org/ontology/team> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
1903,11903.0,How many different people have been in any political seat in places which are under the Indian Standard timezone ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/timeZone> <http://dbpedia.org/resource/Indian_Standard_Time> . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,0.0
1904,11904.0,Who manufactured the Delta III and the Space Shuttle ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Delta_III> <http://dbpedia.org/ontology/manufacturer> ?uri. <http://dbpedia.org/resource/Space_Shuttle> <http://dbpedia.org/ontology/manufacturer> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0
1905,11905.0,Give me the total number of lines owned by owner of Mwtro-Noth Railroad ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/owner> <http://dbpedia.org/resource/Metro-North_Railroad> . ?x <http://dbpedia.org/property/owner> ?uri },3.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
1906,11906.0,Count the different genres of music made by Argentinian bands ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/hometown> <http://dbpedia.org/resource/Argentina> . ?x <http://dbpedia.org/ontology/genre> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicGenre>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,0.0
1907,11907.0,"For how many PMs did the politician work, whose successor was Kingsley Wood ?",SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Kingsley_Wood> <http://dbpedia.org/ontology/successor> ?x . ?x <http://dbpedia.org/property/primeminister> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,0.0,0.0
1909,11909.0,How many head of agencies were there in Nazi Germany ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/jurisdiction> <http://dbpedia.org/resource/Nazi_Germany> . ?x <http://dbpedia.org/ontology/leader> ?uri  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
1911,11911.0,Was Love Hurts in Short Cut Draw Blood ?,ASK WHERE { <http://dbpedia.org/resource/Love_Hurts> <http://dbpedia.org/property/album> <http://dbpedia.org/resource/Short_Cut_Draw_Blood> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1912,11912.0,How many things belong to phylum of Chordate ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/phylum> <http://dbpedia.org/resource/Chordate>  . },2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0
1914,11914.0,Count the number of people became famous for when Andrew Jackson was a commander ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/commander> <http://dbpedia.org/resource/Andrew_Jackson> . ?uri <http://dbpedia.org/ontology/knownFor> ?x  . },3.0,2.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0
1915,11915.0,Count the writers whose work has been played in NY ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/place> <http://dbpedia.org/resource/New_York> . ?x <http://dbpedia.org/property/writer> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0
1919,11919.0,Does Walson Augustin play as a midfielder ?,ASK WHERE { <http://dbpedia.org/resource/Walson_Augustin> <http://dbpedia.org/ontology/position> <http://dbpedia.org/resource/Midfielder> },3.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
1922,11922.0,How many movies have their music signed up with Sony Music Entertainment. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/recordLabel> <http://dbpedia.org/resource/Sony_Music_Entertainment> . ?uri <http://dbpedia.org/ontology/musicComposer> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0
1923,11923.0,Was Marshall Arisman the cover artist in american psycho ?,ASK WHERE { <http://dbpedia.org/resource/American_Psycho> <http://dbpedia.org/property/coverArtist> <http://dbpedia.org/resource/Marshall_Arisman> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
1926,11926.0,was james watt a mechanical engineer ?,ASK WHERE { <http://dbpedia.org/resource/James_Watt> <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Mechanical_engineering> },3.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
1928,11928.0,How many groups speak the English Language ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/languages> <http://dbpedia.org/resource/English_language>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/EthnicGroup>},3.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0
1931,11931.0,How many prime ministers did the predecessor of Duncan Sandys  serve ?,SELECT DISTINCT COUNT(?uri) WHERE { <http://dbpedia.org/resource/Duncan_Sandys> <http://dbpedia.org/property/successor> ?x . ?x <http://dbpedia.org/property/primeminister> ?uri  . },3.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0
1934,11934.0,Is Henry David Thoreau interested in Politics ?,ASK WHERE { <http://dbpedia.org/resource/Henry_David_Thoreau> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Politics> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
1936,11936.0,Which settelment area is the home town of the Danny Felice and Cline Buckens ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Danny_Felice> <http://dbpedia.org/ontology/hometown> ?uri. <http://dbpedia.org/resource/Céline_Buckens> <http://dbpedia.org/ontology/hometown> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},5.0,2.0,0.0,0.0,1.0,2.0,1.0,14.0,0.0,0.0
1937,11937.0,What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sammy_Hagar_&_Friends> <http://dbpedia.org/ontology/previousWork> ?x . ?x <http://dbpedia.org/ontology/hometown> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Band>},4.0,2.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0
1938,11938.0,VP-8 and VP-10 shares which command structure ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/VP-8> <http://dbpedia.org/ontology/commandStructure> ?uri. <http://dbpedia.org/resource/VP-10> <http://dbpedia.org/ontology/commandStructure> ?uri . },4.0,2.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0
1939,11939.0,Is Ethics the main interests of Henry David Thoreau ?,ASK WHERE { <http://dbpedia.org/resource/Henry_David_Thoreau> <http://dbpedia.org/property/mainInterests> <http://dbpedia.org/resource/Ethics> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0
1941,11941.0,How many people are buried in Arlington National Cemetery ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/placeofburial> <http://dbpedia.org/resource/Arlington_National_Cemetery>  . },2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0
1942,11942.0,Does Fa'a' International Airport serve tahiti too ?,ASK WHERE { <http://dbpedia.org/resource/Fa'a'ā_International_Airport> <http://dbpedia.org/property/cityServed> <http://dbpedia.org/resource/Tahiti> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0
1944,11944.0,Which license of the Microsoft Office Picture Manager is also the  product of the Apple Productivity Experience Group ?, SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Microsoft_Office_Picture_Manager> <http://dbpedia.org/ontology/license> ?uri. <http://dbpedia.org/resource/Apple_Productivity_Experience_Group> <http://dbpedia.org/ontology/product> ?uri} ,4.0,2.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0
1945,11945.0,"For everyone who died in paris, count their different fields of work. ?",SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/deathPlace> <http://dbpedia.org/resource/Paris> . ?x <http://dbpedia.org/property/fields> ?uri  . },3.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0
1946,11946.0,Is the Caterpullar 797F assembled in North America ?,ASK WHERE { <http://dbpedia.org/resource/Caterpillar_797F> <http://dbpedia.org/property/assembly> <http://dbpedia.org/resource/North_America> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
1947,11947.0,Michael Deeley produce how many movies ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Michael_Deeley>  . },2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
1948,11948.0,Was tupac a member of Outlawz ?,ASK WHERE { <http://dbpedia.org/resource/Outlawz> <http://dbpedia.org/property/pastMembers> <http://dbpedia.org/resource/Tupac_Shakur> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0
1950,11950.0,Does Beth Tweddle play for the City of Liverpool gymnast club ?,ASK WHERE { <http://dbpedia.org/resource/Beth_Tweddle> <http://dbpedia.org/property/club> <http://dbpedia.org/resource/City_of_Liverpool_Gymnastics_Club> },3.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0
1951,11951.0,Music of how many things has been given by Akira Ifukube ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Akira_Ifukube>  . },2.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
1959,11959.0,How many awards have graduates from the University of Queensland earned ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/almaMater> <http://dbpedia.org/resource/University_of_Queensland> . ?x <http://dbpedia.org/property/awards> ?uri  . },3.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0
1960,11960.0,How many other architect are there of the historic places whose architect is also Stanford White ?, SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/architect> <http://dbpedia.org/resource/Stanford_White> . ?x <http://dbpedia.org/ontology/architect> ?uri },3.0,2.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0
1961,11961.0,In how many states can one find Burr Tuss kind of bridges ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/style> <http://dbpedia.org/resource/Burr_Truss> . ?x <http://dbpedia.org/ontology/state> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Region>},4.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0
1966,11966.0,Give me the number of home stadiums of teams managed by John Spencer. ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/property/manager> <http://dbpedia.org/resource/John_Spencer_(Scottish_footballer)> . ?x <http://dbpedia.org/ontology/homeStadium> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0
1967,11967.0,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past ?,SELECT DISTINCT COUNT(?uri) WHERE { ?x <http://dbpedia.org/ontology/formerChoreographer> <http://dbpedia.org/resource/Catarina_Lindgren> . ?x <http://dbpedia.org/ontology/formerPartner> ?uri  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},4.0,2.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,0.0
1969,11969.0,In which city was the film star of Singhasan Battisi born ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Singhasan_Battisi_(TV_series)> <http://dbpedia.org/ontology/starring> ?x . ?x <http://dbpedia.org/property/birthPlace> ?uri  . },3.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0
1971,11971.0,Who all were venerated in Islam ?,SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/veneratedIn> <http://dbpedia.org/resource/Islam>  . },2.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
