,QuestionID,Question,Label1,Label2,Dbpedia-Relation,RelationTotal,wordCountWithput@@@,Word Count(Avg),Explicit(Avg),Hidden(Avg),Common,relnliodLogs,qanary_component-DiambiguationProperty-OKBQA,qanary_component-AnnotationofSpotProperty,K-cap,isiah
1712,12113,"People of which religion have been the members of parliament, and are from the Kalutara Electoral district ?",Nation,0.0,http://dbpedia.org/ontology/locatedInArea,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1717,12121,How many owners owned the clubs participating in the Premier leagues of '14 ?,cinematographed,0.0,http://dbpedia.org/ontology/cinematography,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1718,12122,Which writer of A literary Nightmare also extended the work of The Apple tree ?,military unit,0.0,http://dbpedia.org/ontology/militaryUnit,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1719,12123,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?",license,0.0,http://dbpedia.org/ontology/license,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1721,12125,In which country is the Duong river ?,famous for,debuting,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/debutTeam",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1726,12131,"In which other places are there companies which are in Ontario, too ?",@@@,found,http://dbpedia.org/ontology/location,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1727,12132,Where did the music genre of Harry and the Potters originate ?,products,@@@,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/product",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1728,12133,Who directed The Haunted House ?,mountain,mountain range,"http://dbpedia.org/ontology/parentMountainPeak,http://dbpedia.org/ontology/mountainRange",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1731,12137,what awards have been given to A. Peter Dewey ?,under,@@@,"http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/type",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1733,12139,"From where does the river start, which flows into the Conowingo dam ?",manager,0.0,http://dbpedia.org/ontology/manager,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1735,12141,Count all the shows whose music composers are in Oysterhead. ?,produced,@@@,"http://dbpedia.org/ontology/producer,http://dbpedia.org/ontology/producer",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1736,12142,In which timezone does Khok Kwang lie ?,division,domain,http://dbpedia.org/ontology/division,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1737,12144,How many bands have members currently playing the Fender Stratocaster ?,important creation,500000,"http://dbpedia.org/ontology/notableWork,http://dbpedia.org/ontology/notableWork",2,1.5,1.5,0.0,0.0,1,0.0,0.0,0.0,0,0
1738,12145,Which country has leaders  Karu Jayasuriya and Ranil Wickremesinghe ?,mountain range,is located in,"http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/locatedInArea",2,2.5,2.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1739,12146,List the software which uses Microsoft Windows as their operating system ?,label,sign up,http://dbpedia.org/ontology/recordLabel,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1744,12153,List all the bands which have members of the band Guy in them ?,working for,0.0,http://dbpedia.org/ontology/employer,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1749,12158,Who was the coach of 1972 Oakland Raiders season ?,written by,starring,"http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/starring",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1754,12165,How many states are in the Mediterranean Basketball Association ?,part of,0.0,http://dbpedia.org/ontology/type,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1755,12166,Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name ?,board,board,"http://dbpedia.org/ontology/board,http://dbpedia.org/ontology/board",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1759,12171,Is Hard Candy Fitness one of the divisions of Moscow ?,originate,0.0,http://dbpedia.org/ontology/sourceRegion,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1764,12176,List the producer of the TV shows whose company is HBO. ?,preceded,0.0,http://dbpedia.org/ontology/predecessor,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1770,12183,Whose former teams are Indianapolis Colts and Carolina Panthers ?,debuted,0.0,http://dbpedia.org/ontology/debutTeam,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1772,12185,Was Castillo discovered by Galileo ?,publishers,@@@,"http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/publisher",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1773,12187,What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?,lead,0.0,http://dbpedia.org/ontology/president,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1782,12197,What is the Band whose band member is Mark Middleton ?,state,state,"http://dbpedia.org/ontology/state,http://dbpedia.org/ontology/state",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1783,12199,Was the cover of The adventures of Tom Sawyer designed by Mark Twain ?,League,stadium,"http://dbpedia.org/ontology/league,http://dbpedia.org/ontology/stadium",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1784,12200,Which president of William Eustus also married to Dolley Madison ?,composer,composer,"http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/author",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1789,12205,How many universities are there whose country's capital is Oslo ?,languages.,language,http://dbpedia.org/ontology/languageFamily,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1792,12209,How many other people are in a band with Robert de Niro ?,part of,0.0,http://dbpedia.org/ontology/archipelago,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1793,12210,Is Philosophy the academic discipline of Think (journal) ?,origin,0.0,http://dbpedia.org/ontology/origin,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1794,12212,What is the highschool of the american football player who joined the Robert Morris Colonials program ?,made by,0.0,http://dbpedia.org/ontology/musicalBand,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1797,12215,Name the other wine region of the grapes whose one of the wine region is Michigan ?,family,0.0,http://dbpedia.org/ontology/languageFamily,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1798,12216,Which shows' opening themes was used to make If We Were a Movie ?,developed,@@@,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/author",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1799,12218,Does GeneWeb have the GPL license ?,highschool,0.0,http://dbpedia.org/ontology/highschool,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1803,12223,How many subjects are covered in the publications of Doubleday ?,Kingdom,species,"http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/species",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1806,12226,What is the capital of the region which maintains the South Park Bridge ?,find,@@@,"http://dbpedia.org/ontology/movement,http://dbpedia.org/ontology/nationality",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1810,12230,Name the cause of death of Martino Martini ?,works at,0.0,http://dbpedia.org/ontology/employer,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1811,12231,What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series) ?,regions served,0.0,http://dbpedia.org/ontology/regionServed,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1813,12233,Which administrative region leader is Sukhumbhand Paribatra and was founded by  Rama I ?,religion,in,"http://dbpedia.org/ontology/militaryBranch,http://dbpedia.org/ontology/religion",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1814,12234,Is Luigi Brugnaro the mayor of Venice ?,make,0.0,http://dbpedia.org/ontology/musicalBand,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1816,12236,Politicians born in Bangalore are now in which parties ?,count,former team,http://dbpedia.org/ontology/formerTeam,1,3.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1817,12237,What is the nationality of the chancellor who was served by Michael Mayr ?,flows,cities,http://dbpedia.org/ontology/inflow,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1818,12238,Is joel quenneville the main coach of Chicago Blackhawks ?,@@@,0.0,http://dbpedia.org/ontology/family,1,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1820,12240,How many genres gave birth to other genres which emphasize Bass Guitars ?,are,0.0,http://dbpedia.org/ontology/nearestCity,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1825,12246,How many shows are made by Playtone ?,ground,0.0,http://dbpedia.org/ontology/ground,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1826,12247,Name the monarch of L Buwei ?,PM,0.0,http://dbpedia.org/ontology/primeMinister,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1827,12248,"Who were the commanders during the events which took place in Sandusky County, Ohio ?",teams,0.0,http://dbpedia.org/ontology/formerTeam,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1829,12250,In how many places can I find people who were the architects of the Dundas Castle ?,currencies,governed,http://dbpedia.org/ontology/currency,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1830,12252,Count the movies in Swedish language ?,play for,0.0,http://dbpedia.org/ontology/team,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1835,12259,Matthew kane and Park rankin are citizens of which country ?,study,went too,"http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/almaMater",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1837,12261,Whose associate is Publius Servilius Vatia Isauricus and has predecessor as Lucius Cornelius Lentulus Crus ?,originate,0.0,http://dbpedia.org/ontology/stylisticOrigin,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1840,12265,How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning ?,main interest,0.0,http://dbpedia.org/ontology/mainInterest,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1841,12266,Was the Lotuspool Records distributed by Napster ?,classified,0.0,http://dbpedia.org/ontology/order,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1842,12267,Count the tenants of the stadiums designed by Populous ?,predecessor,has son,"http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/child",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1843,12268,Which sports exist in the universities whose president is Emanuel de Guzman ?,buried in,authors,"http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/ontology/author",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1847,12274,"Is US Navy garrisoned at Arlington County, Virginia ?",career,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1849,12276,What is the country of origin of the president of Skai group ?,prime minister,0.0,http://dbpedia.org/ontology/primeMinister,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1850,12277,What is the launch site of Aquarius (rocket) ?,at,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1853,12281,Which appliance's CPU is Cell (microprocessor) and predecessor is PlayStation 2 ?,doctoral student,0.0,http://dbpedia.org/ontology/doctoralStudent,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1856,12286,What has Carl Sagan written his books about ?,left,state,"http://dbpedia.org/ontology/leftTributary,http://dbpedia.org/ontology/state",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1857,12287,How many characters are there in The Office ?,jurisdiction,500000,"http://dbpedia.org/ontology/localAuthority,http://dbpedia.org/ontology/localAuthority",2,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0,0
1866,12300,What are the movies whose editor is Robert Wise ?,tomb,son ,"http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/restingPlace",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1867,12301,Name the river on Batoka Gorge Hydroelectric Power Station ?,in,0.0,http://dbpedia.org/ontology/city,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1870,12305,How many information appliance are manufactured by companies located in Taiwan ?,athletic,0.0,http://dbpedia.org/ontology/athletics,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1872,12308,Into what military organizations is the United States Department of Defense divided ?,alumini,@@@,http://dbpedia.org/ontology/field,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1873,12309,Who have been the manager of national team of Spain ?,ingredients,0.0,http://dbpedia.org/ontology/ingredient,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1887,12326,In how many different teams have all those who have played as a defenceman been ?,born,play,"http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/stateOfOrigin",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1890,12330,How many companies have developed cross platformed softwares ?,built,@@@,http://dbpedia.org/ontology/builder,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1891,12332,How many cars are the predecessor of cars similar to the Pontiac G8 ?,in,potrayer,"http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/portrayer",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1893,12334,What are some famous artists who rocked a Les Paul ?,wrote,@@@,"http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/author",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1896,12337,Who composed the episode after which came Butter's Very own Episode ?,river,0.0,http://dbpedia.org/ontology/river,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1899,12340,Did Dean Wurzberger manage a club at the santa clara university ?,children,employed,"http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/occupation",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1902,12345,Which team did Michael and Ryan Powell play for ?,part of,0.0,http://dbpedia.org/ontology/archipelago,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1905,12350,Give me the total number of lines owned by owner of Mwtro-Noth Railroad ?,university,500000,"http://dbpedia.org/ontology/university,http://dbpedia.org/ontology/institution",2,1.0,1.0,0.5,0.0,1,0.0,0.0,0.0,0,0
1907,12352,"For how many PMs did the politician work, whose successor was Kingsley Wood ?",took place,first driver,"http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/firstDriver",2,2.0,2.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1911,12356,Was Love Hurts in Short Cut Draw Blood ?,origin,0.0,http://dbpedia.org/ontology/origin,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1917,12364,Which rivers flow into the lower manhatten ?,started in,0.0,http://dbpedia.org/ontology/foundationPlace,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1918,12365,Give me the home town of all musical artists who uses Guitar as instrument ?,Label,0.0,http://dbpedia.org/ontology/recordLabel,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1920,12369,What are the airline hubs of Cascade Airways ?,places,@@@,http://dbpedia.org/ontology/militaryRank,1,1.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1921,12370,What is the location city of Burnside Distribution Corporation ?,faith,@@@,"http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/religion",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1925,12374,"The Information: A History, a Theory, a Flood is a work of Isaac Newton ?",ethnicity,0.0,http://dbpedia.org/ontology/ethnicity,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1927,12376,Who is known for are Battle of the Thames and War of 1812 ?,series,produced,"http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/series",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1929,12378,How many owners are there of lines starting at the South Station ?,parent,@@@,"http://dbpedia.org/ontology/child,http://dbpedia.org/ontology/child",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1935,12384,Tandem Computers is the subsidiary of which company ?,owns,0.0,http://dbpedia.org/ontology/occupation,1,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1936,12386,Which settelment area is the home town of the Danny Felice and Cline Buckens ?,maintain,made,http://dbpedia.org/ontology/maintainedBy,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1937,12387,What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,mouth place,0.0,http://dbpedia.org/ontology/mouthPlace,1,2.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1938,12388,VP-8 and VP-10 shares which command structure ?,OS,@@@,"http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/operatingSystem",2,0.5,1.0,0.0,0.5,0,0.0,0.0,0.0,0,0
1940,12390,Name the other party of Chandra Shekhar ?,affiliation,0.0,http://dbpedia.org/ontology/affiliation,1,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1942,12392,Does Fa'a' International Airport serve tahiti too ?,study,members,"http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/almaMater",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1943,12393,What was created by Larry David and Jerry Seinfeld ?,haired,living,http://dbpedia.org/ontology/residence,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1945,12395,"For everyone who died in paris, count their different fields of work. ?",places,worked,"http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/ontology/regionServed",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1948,12398,Was tupac a member of Outlawz ?,end ,cities,"http://dbpedia.org/ontology/mouthMountain,http://dbpedia.org/ontology/city",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1957,12408,Is north caucasian emirate have an islamic government ?,family,order (taxonomy),"http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/order",2,1.5,1.5,0.5,0.0,0,0.0,0.0,0.0,0,0
1958,12410,What is the game whose genre is Mind sport ?,on,type,http://dbpedia.org/ontology/computingPlatform,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1961,12413,In how many states can one find Burr Tuss kind of bridges ?,important positions,@@@,http://dbpedia.org/ontology/keyPerson,1,2.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0,0
1964,12416,What is the origin of Xynisteri ?,records,music,http://dbpedia.org/ontology/recordLabel,1,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1967,12420,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past ?,previously played,owns,http://dbpedia.org/ontology/formerTeam,1,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1972,12425,Name some software as a service ?,genre,500000,"http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/genre",2,1.0,1.0,0.5,0.0,1,0.0,0.0,0.0,0,0
1974,12427,"For how many teams have the league players of Czech Extraliga, previously played ?",signs,labels,"http://dbpedia.org/ontology/genre,http://dbpedia.org/ontology/recordLabel",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
1978,12431,Name the nearest city to David W. Brown House ?,successor,died,"http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/deathPlace",2,1.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0,0
1979,12432,What is the political party to which Purnima Banerjee is a member of ?,largest city,archipelago,"http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/archipelago",2,1.5,1.5,1.0,0.0,0,0.0,0.0,0.0,0,0
1980,12433,Who was the president during the time the opponent of John Hospers was in the office ?,pole position,500000,"http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/poleDriver",2,1.5,1.5,0.0,0.0,1,0.0,0.0,0.0,0,0
1986,12439,Where is the stadium of Philadelphia Rage ?,anthem,currency,"http://dbpedia.org/ontology/anthem,http://dbpedia.org/ontology/currency",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1993,12446,Who was the vice president under which elizabeth alexander served ?,ending,holds stock,"http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/owner",2,1.5,1.5,0.0,0.0,0,0.0,0.0,0.0,0,0
1995,12448,"In which state is Goose Lake Valle, which is also part of Lava River Cave ?",composer,company,"http://dbpedia.org/ontology/composer,http://dbpedia.org/ontology/company",2,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,0
1999,12452,Does the platte river originate in Colorado ?,deputies,deputies,"http://dbpedia.org/ontology/deputy,http://dbpedia.org/ontology/deputy",2,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0
2002,12455,ITV employes how many people ?,director of photography,music composer,"http://dbpedia.org/ontology/cinematography,http://dbpedia.org/ontology/musicComposer",2,2.5,2.5,0.5,0.0,0,0.0,0.0,0.0,0,0
